,Accession Number,Central Index Key (CIK),Name,Standard Industrial Classification (SIC),Country,State,City,Zip Code,Address,Address (Cont.),Phone Number,Filer Status,Well Known Seasoned Issuer,Fiscal Year End Date,Form,Balance Sheet Date,Fiscal Year Focus,Fiscal Period Focus,Date of Filing,Previous Report,Detail,Public Float,Date of Public Float,Gross Profit,Accrual for Environmental Loss Contingencies,Environmental Remediation Expenses,Charitable Contributions,Amount Committed for Funding Social and Infrastructure Improvement Projects
4545,0000851310-24-000103,851310,HARMONIC INC,3663.0,US,CA,SAN JOSE,95134,4300 NORTH FIRST STREET,,4084906242,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,2137599000.0,,,,
4546,0000908311-24-000074,908311,CREATIVE MEDIA & COMMUNITY TRUST CORP,6798.0,US,TX,DALLAS,75252,17950 PRESTON RD,SUITE 600,972-349-3200,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4547,0000930413-24-003360,1998387,5C LENDING PARTNERS CORP.,,US,NY,RYE,10580,1 STUYVESANT AVENUE,,(917) 494-0822,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4548,0000950103-24-018344,1621563,"SUMMIT MATERIALS, INC.",1400.0,US,CO,DENVER,80202,1801 CALIFORNIA STREET,SUITE 3500,303-893-0012,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4550,0000950142-24-002999,1083301,TERAWULF INC.,6199.0,US,MD,EASTON,21601,9 FEDERAL STREET,,(410) 770-9500,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,178974000.0,,,,
4551,0000950170-24-139942,1954360,CRESCENT PRIVATE CREDIT INCOME CORP,,US,CA,LOS ANGELES,90025,11100 SANTA MONICA BLVD.,SUITE 2000,310-235-5900,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4553,0000950170-24-139962,1426800,"ASSEMBLY BIOSCIENCES, INC.",2834.0,US,CA,SOUTH SAN FRANCISCO,94080,TWO TOWER PLACE,7TH FLOOR,(833) 409-4583,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4556,0000950170-24-140156,1841968,"P10, INC.",6282.0,US,TX,DALLAS,75205,"4514 COLE AVENUE, SUITE 1600",,(214) 999-6063,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4558,0000950170-24-140392,1732406,GRAYSCALE LITECOIN TRUST (LTC),6221.0,US,CT,STAMFORD,06902,290 HARBOR DRIVE,4TH FLOOR,212 668 1427,2-ACC,0,630.0,8-K,12312024,,,12262024,0,0,,,,,,,
4559,0000950170-24-140395,1720265,GRAYSCALE ZCASH TRUST (ZEC),6221.0,US,CT,STAMFORD,06902,290 HARBOR DRIVE,4TH FLOOR,212-668-1427,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4560,0000950170-24-140429,104918,AVISTA CORP,4931.0,US,WA,SPOKANE,99202,1411 E MISSION AVE,,5094890500,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4561,0000950170-24-140440,1849894,MSD INVESTMENT CORP.,,US,NY,NEW YORK,10017-5407,"C/O MSD PARTNERS, L.P.","1 VANDERBILT AVE, 26TH FLOOR",212.303.4758,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4562,0000950170-24-140446,1061027,"VIRACTA THERAPEUTICS, INC.",2834.0,US,CA,CARDIFF,92007,2533 S COAST HWY 101,SUITE 210,858-400-8470,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4564,0000950170-24-140497,1813914,"CAREMAX, INC.",8050.0,US,FL,MIAMI,33126,"1000 NW 57TH COURT, SUITE 400",,305-686-3912,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4565,0001026214-24-000112,1026214,FEDERAL HOME LOAN MORTGAGE CORP,6111.0,US,VA,MCLEAN,22102,8200 JONES BRANCH DR,,7039032000,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4567,0001079973-24-001760,700764,"VICTORY CLEAN ENERGY, INC.",1311.0,US,TX,AUSTIN,78738,"14425 FALCON HEAD BLVD., BLDG E",SUITE 100,512-607-5558,4-NON,0,1231.0,8-K,11302024,,,12262024,0,0,,,,,,,
4568,0001104659-24-131409,1895249,"CONNECTM TECHNOLOGY SOLUTIONS, INC.",1700.0,US,MA,MARLBOROUGH,01752,"2 MOUNT ROYAL AVENUE, SUITE 550",,617-395-1333,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4569,0001104659-24-131438,1953984,"BINAH CAPITAL GROUP, INC.",6199.0,US,NY,NEW YORK,10004,"17 BATTERY PLACE, ROOM 625",,(212) 404-7002,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4571,0001104659-24-131458,1527590,READY CAPITAL CORP,6798.0,US,NY,NEW YORK,10020,1251 AVENUE OF THE AMERICAS,50TH FLOOR,(800) 453-3548,1-LAF,0,1231.0,8-K,05312023,,,12262024,0,0,,,,,,,
4576,0001104659-24-131677,1895316,BRIGHTWOOD CAPITAL CORP I,,US,NY,NEW YORK,10019,"810 SEVENTH AVENUE, 26TH FLOOR",,646-957-9525,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4577,0001104659-24-131702,1769759,MONOGRAM TECHNOLOGIES INC.,3841.0,US,NY,BROOKLYN,11201,53 BRIDGE STREET UNIT 507,,(718) 576-3205,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4578,0001104659-24-131705,1485003,CARISMA THERAPEUTICS INC.,2834.0,US,PA,PHILADELPHIA,19104,3675 MARKET STREET,SUITE 401,2674916422,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4579,0001104659-24-131706,1310383,"SUMMIT HEALTHCARE REIT, INC",6798.0,US,CA,LAGUNA HILLS,92653,23382 MILL CREEK DRIVE,STE 125,949-535-2022,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4581,0001104659-24-131708,1592000,"ENLINK MIDSTREAM, LLC",4922.0,US,TX,DALLAS,75201,"1722 ROUTH STREET, SUITE 1300",,(214) 953-9500,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,24749800000.0,,,,
4582,0001104659-24-131710,1870940,"AIRSCULPT TECHNOLOGIES, INC.",8011.0,US,FL,MIAMI BEACH,33139,1111 LINCOLN ROAD,SUITE 802,(786) 709-9690,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4583,0001104659-24-131719,102037,UNIVERSAL CORP /VA/,5150.0,US,VA,RICHMOND,23235,9201 FOREST HILL AVENUE,STONY POINT II BUILDING,8043599311,1-LAF,0,331.0,8-K,12312024,,,12262024,0,0,,,,,,,
4584,0001104659-24-131723,1072379,NORTHWEST BIOTHERAPEUTICS INC,2834.0,US,MD,BETHESDA,20814,4800 MONTGOMERY LANE,SUITE 800,(240) 497-9024,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4585,0001104659-24-131726,1848437,CARTICA ACQUISITION CORP,6770.0,US,NY,NEW YORK,10105,1345 AVENUE OF THE AMERICAS 11TH FLOOR,,2027413677,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4586,0001104659-24-131743,1328792,TECHPRECISION CORP,3440.0,US,MA,WESTMINSTER,01473,1 BELLA DRIVE,,978-874-0591,4-NON,0,331.0,8-K,12312024,,,12262024,0,0,,,19559895.0,,,,
4588,0001104659-24-131751,1595527,AMERICAN STRATEGIC INVESTMENT CO.,6798.0,US,RI,NEWPORT,02840,222 BELLEVUE AVENUE,,2124156500,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4590,0001104659-24-131763,36377,"FIRST HAWAIIAN, INC.",6022.0,US,HI,HONOLULU,96813,999 BISHOP STREET,,808-525-7000,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4591,0001140361-24-050359,1593538,NAVIENT CORP,6211.0,US,VA,HERNDON,20171,13865 SUNRISE VALLEY DRIVE,,703-810-3000,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4592,0001140361-24-050397,1839998,"AMERICAN ONCOLOGY NETWORK, INC.",8000.0,US,FL,FORT MYERS,33913,14543 GLOBAL PKWY #110,,833-886-1725,4-NON,0,1231.0,8-K/A,03312024,,,12262024,0,0,,,,,,,
4593,0001140361-24-050417,1901164,T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND,,US,NY,NEW YORK,10017,"C/O OAK HILL ADVISORS, L.P.","1 VANDERBILT, 16TH FLOOR",212-326-1500,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4594,0001171843-24-007075,1504619,PENNANTPARK FLOATING RATE CAPITAL LTD.,,US,NY,NEW YORK,10022,590 MADISON AVENUE,15TH FLOOR,(212) 905-1000,1-LAF,0,930.0,8-K,12312024,,,12262024,0,0,,,,,,,
4595,0001176334-24-000178,1176334,MARTIN MIDSTREAM PARTNERS L.P.,5171.0,US,TX,KILGORE,75662,4200 STONE ROAD,,9039836252,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4596,0001185185-24-001223,1636051,FUSE GROUP HOLDING INC.,1000.0,US,CA,ARCADIA,91007,805 W. DUARTE RD. #102,,5859397588,4-NON,0,930.0,10-K,09302024,2024.0,FY,12262024,0,1,19815902.0,20240331.0,856088.0,,,,
4600,0001193125-24-284671,1783328,"TSCAN THERAPEUTICS, INC.",2836.0,US,MA,WALTHAM,02451,880 WINTER STREET,,857-399-9500,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4601,0001193125-24-284941,1835256,"DUCKHORN PORTFOLIO, INC.",2080.0,US,CA,SAINT HELENA,94574,1201 DOWDELL LANE,,707-963-7108,2-ACC,0,731.0,8-K,12312024,,,12262024,0,0,,,1598391000.0,,,,
4602,0001193125-24-285016,1258623,EATON VANCE SENIOR FLOATING-RATE TRUST,,US,MA,BOSTON,02109,ONE POST OFFICE SQUARE,,617-482-8260,,0,1031.0,N-CSR,10312024,,,12262024,0,0,,,,,,,
4603,0001193125-24-285018,1340736,EATON VANCE TAX-MANAGED DIVERSIFIED EQUITY INCOME FUND,,US,MA,BOSTON,02109,ONE POST OFFICE SQUARE,,617-482-8260,,0,1031.0,N-CSR,10312024,,,12262024,0,0,,,,,,,
4604,0001193125-24-285021,1379438,EATON VANCE TAX-MANAGED GLOBAL DIVERSIFIED EQUITY INCOME FUND,,US,MA,BOSTON,02109,ONE POST OFFICE SQUARE,,617-482-8260,,0,1031.0,N-CSR,10312024,,,12262024,0,0,,,,,,,
4605,0001193125-24-285097,1281926,EATON VANCE TAX-ADVANTAGED GLOBAL DIVIDEND OPPORTUNITIES FUND,,US,MA,BOSTON,02109,ONE POST OFFICE SQUARE,,617-482-8260,,0,1031.0,N-CSR,10312024,,,12262024,0,0,,,,,,,
4606,0001193125-24-285106,1116463,ORASURE TECHNOLOGIES INC,3841.0,US,PA,BETHLEHEM,18015,220 E FIRST ST,,5036416115,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,983330000.0,,,,
4607,0001193125-24-285108,1253327,EATON VANCE TAX-ADVANTAGED DIVIDEND INCOME FUND,,US,MA,BOSTON,02109,ONE POST OFFICE SQUARE,,617-482-8260,,0,1031.0,N-CSR,10312024,,,12262024,0,0,,,,,,,
4608,0001193125-24-285219,874866,CORVEL CORP,6411.0,US,CA,IRVINE,92614,2010 MAIN STREE,SUITE 1020,9498511473,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,1509187000.0,,,,
4609,0001193125-24-285247,1674760,SILVER CAPITAL HOLDINGS LLC,,US,NY,NEW YORK,10282,200 WEST STREET,,212-902-1000,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4610,0001193125-24-285254,2027537,GOLDMAN SACHS REAL ESTATE FINANCE TRUST INC,6798.0,US,NY,NEW YORK,10282,200 WEST STREET,,212.902.1000,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4614,0001213900-24-112193,1641398,GD CULTURE GROUP LTD,5050.0,US,NY,NEW YORK,10019,22F-810 SEVENTH AVENUE,,1-347-259-0292,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,450000.0,,,,
4615,0001213900-24-112272,1807616,HI-GREAT GROUP HOLDING CO,7011.0,US,CA,LOS ANGELES,90005,621 S. VIRGIL AVE #470,,213-219-7746,4-NON,0,,8-K,11302024,,,12262024,0,0,,,741351.0,,,,
4618,0001213900-24-112412,1630212,AVALON GLOBOCARE CORP.,2836.0,US,NJ,FREEHOLD,07728,4400 ROUTE 9,SUITE 3100,732-780-4400,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,20809316.0,,,,
4620,0001213900-24-112494,1779523,"MUZINICH BDC, INC.",,US,NY,NEW YORK,10022,450 PARK AVENUE,,212.888.3413,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4621,0001213900-24-112495,1985375,"MUZINICH CORPORATE LENDING INCOME FUND, INC.",,US,NY,NEW YORK,10022,450 PARK AVENUE,,212-888-3413,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4622,0001213900-24-112509,2028027,NEWBURY STREET II ACQUISITION CORP,6770.0,US,MA,BOSTON,022110,121 HIGH STREET FLOOR 3,,6178943057,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4623,0001213900-24-112515,1409197,"BESPOKE EXTRACTS, INC.",2834.0,US,CO,AURORA,80010,12001 E. 33RD ST- UNIT O,,720-949-1143,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,1876440.0,,,,
4624,0001213900-24-112651,890394,PERASO INC.,3674.0,US,CA,SAN JOSE,95131,2309 BERING DRIVE,,408 418 7500,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,75078000.0,,,,
4625,0001213900-24-112654,845385,PRINCETON CAPITAL CORP,,US,MA,NORTH ANDOVER,01845,800 TURNPIKE STREET,SUITE 300,978-794-3366,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,7334507.0,,,,
4627,0001213900-24-112659,1865506,ZEO ENERGY CORP.,3690.0,US,TX,DALLAS,75225,"5956 SHERRY LANE, SUITE 1400",,214-987-6100,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4628,0001213900-24-112669,1605888,ATLANTIC INTERNATIONAL CORP.,7363.0,US,NJ,ENGLEWOOD CLIFFS,07632,270 SYLVAN AVENUE,SUITE 2230,2018994470,4-NON,0,1231.0,S-4,09302024,,,12262024,0,1,,,502385388.0,,,,
4629,0001213900-24-112672,1920406,ASSET ENTITIES INC.,7372.0,US,TX,DALLAS,75201,100 CRESCENT CT,7TH FLOOR,214-459-3117,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4630,0001213900-24-112673,1831868,SEASTAR MEDICAL HOLDING CORP,3841.0,US,CO,DENVER,80216,3513 BRIGHTON BLVD,SUITE 410,844-427-8100,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,136000.0,,,,
4631,0001213900-24-112677,1912582,"THUNDER POWER HOLDINGS, INC.",3711.0,US,DE,WILMINGTON,19801,221 W 9TH ST #848,,909-214-2482,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4633,0001213900-24-112686,1859807,NORTHVIEW ACQUISITION CORP,3841.0,US,NY,NEW YORK,10001,"207 WEST 25TH ST, 9TH FLOOR",,212-494-9022,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4635,0001213900-24-112698,1889983,KEEN VISION ACQUISITION CORP.,6770.0,US,NJ,SUMMIT,07901,37 GREENBRIAR DRIVE,,(203) 609-1394,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4636,0001213900-24-112744,1843165,LQR HOUSE INC.,2080.0,US,FL,MIAMI BEACH,33141,6800 INDIAN CREEK DR. SUITE 1E,,(786) 389-9771,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,-493033.0,,,,
4638,0001316944-24-000253,1316944,FEDERAL HOME LOAN BANK OF SAN FRANCISCO,6111.0,US,CA,SAN FRANCISCO,94104,"333 BUSH STREET, SUITE 2700",,(415) 616-1000,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4645,0001331754-24-000247,1331754,FEDERAL HOME LOAN BANK OF INDIANAPOLIS,6111.0,US,IN,INDIANAPOLIS,46240,8250 WOODFIELD CROSSING BOULEVARD,,317-465-0200,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4647,0001376139-24-000075,1376139,CVR ENERGY INC,2911.0,US,TX,SUGAR LAND,77479,2277 PLAZA DRIVE,SUITE 500,(281) 207-3200,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,41000000.0,,,
4648,0001398344-24-023548,65433,MEXICO FUND INC,,US,MD,COLUMBIA,21046,"6700 ALEXANDER BELL DRIVE, SUITE 200",,202-261-7941,,0,1031.0,N-CSR,10312024,,,12262024,0,0,,,,,,,
4649,0001408100-24-000153,1408100,"KENNEDY-WILSON HOLDINGS, INC.",6500.0,US,CA,BEVERLY HILLS,90212,151 S EL CAMINO DR,,310-887-6400,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4650,0001408534-24-000098,1408534,"FIRST GUARANTY BANCSHARES, INC.",6035.0,US,LA,HAMMOND,70401,400 EAST THOMAS STREET,,985-345-7685,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4652,0001428205-24-000265,1428205,"ARMOUR RESIDENTIAL REIT, INC.",6798.0,US,FL,VERO BEACH,32963,3001 OCEAN DRIVE,SUITE 201,(772) 617-4340,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4653,0001434728-24-000418,1434728,"GLOBAL WATER RESOURCES, INC.",4941.0,US,AZ,PHOENIX,85027,21410 N. 19TH AVENUE,SUITE 220,480-999-3461,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4654,0001437749-24-038302,1625101,"PULSE BIOSCIENCES, INC.",3841.0,US,CA,HAYWARD,94545,3957 POINT EDEN WAY,,510-906-4600,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4655,0001437749-24-038303,744825,AMERICAN SHARED HOSPITAL SERVICES,8071.0,US,CA,SAN FRANCISCO,94111,601 MONTGOMERY STREET,SUITE 1112,415-788-5300,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,51781000.0,,,,
4657,0001437749-24-038343,1000230,OPTICAL CABLE CORP,3357.0,US,VA,ROANOKE,24019,5290 CONCOURSE DR,,5402650690,4-NON,0,1031.0,8-K,12312024,,,12262024,0,0,,,162238423.0,,,,
4658,0001437749-24-038356,1567900,BLACKBOXSTOCKS INC.,7371.0,US,TX,DALLAS,75240,5430 LBJ FREEWAY,SUITE 1485,972-726-9203,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,9853835.0,,,,
4660,0001437749-24-038377,1378590,"BRIDGELINE DIGITAL, INC.",7372.0,US,MA,WOBURN,01801,"100 TRADE CENTER, SUITE G-700",,781 376 5555,4-NON,0,930.0,8-K,12312024,,,12262024,0,0,,,64139000.0,,,,
4661,0001437749-24-038378,1702924,"WRAP TECHNOLOGIES, INC.",3480.0,US,AZ,TEMPE,85281,1817 W 4TH STREET,,800-583-2652,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,19984000.0,,,,
4662,0001437749-24-038384,1778784,"PROVIDENT BANCORP, INC. /MD/",6036.0,US,MA,AMESBURY,01913,5 MARKET STREET,,(978) 388-0050,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4663,0001437749-24-038387,1494582,BOSTON OMAHA CORP,6510.0,US,NE,OMAHA,68102,1601 DODGE STREET,SUITE 3300,857-256-0079,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,856412352.0,,,,
4665,0001437749-24-038405,1220754,MODIVCARE INC,4700.0,US,CO,DENVER,80237,6900 LAYTON AVENUE,12TH FLOOR,303-728-7030,1-LAF,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4666,0001446687-24-000102,1446687,"SILVER STAR PROPERTIES REIT, INC",6500.0,US,TX,HOUSTON,77007,601 SAWYER ST. STE 600,,713-467-2222,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4667,0001477932-24-008288,1809750,EDIBLE GARDEN AG INC,100.0,US,NJ,BELVIDERE,07823,283 COUNTY ROAD 519,,908-750-3953,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,9101060.0,,,,
4668,0001477932-24-008304,1643301,"AVENIR WELLNESS SOLUTIONS, INC.",2834.0,US,CA,SHERMAN OAKS,91403,15233 VENTURA BLVD.,SUITE 420,424-273-8675,4-NON,0,1231.0,8-K,11302024,,,12262024,0,0,,,25417000.0,,,,
4669,0001477932-24-008310,1847513,CORNER GROWTH ACQUISITION CORP. 2,6770.0,US,NY,ALBANY,12207,418 BROADWAY #6592,,347-268-7868,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4670,0001477932-24-008314,1187953,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",2836.0,US,AZ,PHOENIX,85012,211 E. OSBORN RD.,,480-399-2822,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,87109.0,,,,
4672,0001493152-24-051917,1855467,"MOBIX LABS, INC",3674.0,US,CA,IRVINE,92618,"15420 LAGUNA CANYON RD, STE 100",,(949) 808-8888,4-NON,0,930.0,10-K,09302024,2024.0,FY,12262024,0,1,37600000.0,20240331.0,2156000.0,,,,
4673,0001493152-24-051926,1661053,ENVVENO MEDICAL CORP,3841.0,US,CA,IRVINE,92618,70 DOPPLER,,949-261-2900,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4674,0001493152-24-051944,1831979,STARDUST POWER INC.,3330.0,US,OK,OKLAHOMA CITY,73131,9112 N. KELLEY AVE,SUITE C,(646) 585-8975,4-NON,0,1231.0,8-K/A,11302024,,,12262024,0,0,,,,,,,
4675,0001493152-24-051967,1789192,"N2OFF, INC.",2870.0,US,NY,NEW YORK,10010-7751,156 FIFTH AVENUE 10TH FLOOR,CO EARTHBOUND LLC,972544561349,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,236608.0,,,,
4676,0001493152-24-051972,1998781,IB ACQUISITION CORP.,6770.0,US,FL,BOCA RATON,33431,"2500 N MILITARY TRAIL, SUITE 160-A",,214-687-0020,4-NON,0,930.0,10-K,09302024,2024.0,FY,12262024,0,1,0.0,20240331.0,,,,,
4678,0001493152-24-052019,1861522,KIDPIK CORP.,5961.0,US,NY,NEW YORK,10003,"200 PARK AVENUE SOUTH, 3RD FLOOR",,212-399-2323,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,41861279.0,,,,
4680,0001493152-24-052024,1825079,"VELO3D, INC.",3559.0,US,CA,FREMONT,94538,2710 LAKEVIEW CT,,(408) 610-3915,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,-18030000.0,,,,
4684,0001493152-24-052029,315545,"PROVECTUS BIOPHARMACEUTICALS, INC.",2834.0,US,TN,KNOXVILLE,37929,800 S. GAY STREET,SUITE 1610,(866) 594-5999,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4685,0001493152-24-052034,1854445,"GLIMPSE GROUP, INC.",7371.0,US,NY,NEW YORK,10018,"15 WEST 38TH ST, 12TH FLOOR",,917-292-2685,4-NON,0,630.0,8-K,12312024,,,12262024,0,0,,,46283751.0,,,,
4686,0001493152-24-052061,1375195,CORETEC GROUP INC.,3669.0,US,MI,ANN ARBOR,48103,333 JACKSON PLAZA,SUITE 1200,918-494-0509,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4687,0001493152-24-052072,1410738,VOIP-PAL.COM INC,3661.0,US,TX,WACO,76710,7215 BOSQUE BLVD,SUITE 102,253-219-9512,4-NON,0,930.0,10-K,09302024,2024.0,FY,12262024,0,1,101208134.0,20230331.0,,,,,
4688,0001493152-24-052074,1119190,"HUMBL, INC.",5000.0,US,CT,NEW CANAAN,06840,26 CROSS STREET,,203-930-7427,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,3710097.0,,,,
4689,0001493152-24-052078,1673481,LOTTERY.COM INC.,7372.0,US,TX,FT. WORTH,76109,5049 EDWARDS RAND RD.,4TH FLOOR,(833) 356-8837,4-NON,0,1231.0,POS AM,09302024,,,12262024,0,1,,,53580539.0,,,,
4691,0001493152-24-052092,1691936,"STRYVE FOODS, INC.",2000.0,US,TX,PLANO,75024,5801 TENNYSON PARKWAY,SUITE 275,646-565-3861,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,19476842.0,,,,
4695,0001493152-24-052097,1847345,POWERUP ACQUISITION CORP.,2834.0,US,NY,NEW YORK,10038,"1200 BROADWAY, FLOOR 3",,561-704-8527,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4696,0001493152-24-052099,1460702,"QUALIGEN THERAPEUTICS, INC.",2834.0,US,CA,CALIFORNIA,92011,2042 CORTE DEL NOGAL,CARLSBAD,(760) 918-9165,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4697,0001493152-24-052104,1053369,ELITE PHARMACEUTICALS INC /NV/,2834.0,US,NJ,NORTHVALE,07647,165 LUDLOW AVENUE,,2017502646,4-NON,0,331.0,8-K,12312024,,,12262024,0,0,,,142042425.0,,,,
4698,0001493152-24-052111,1938046,"MANGOCEUTICALS, INC.",8090.0,US,TX,DALLAS,75248,"15110 DALLAS PKWY, SUITE 600",,(833) 626-4679,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,3802922.0,,,,
4699,0001493152-24-052137,894871,"ARENA GROUP HOLDINGS, INC.",4841.0,US,NY,NEW YORK,10281,200 VESEY STREET,24TH FLOOR,212 321 5002,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,381449000.0,,,,
4700,0001493152-24-052139,1973056,BOWEN ACQUISITION CORP,2840.0,US,NY,NEW YORK,10170,"420 LEXINGTON AVE, SUITE 2446",,203-998-5540,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4701,0001493152-24-052142,1512922,"PETVIVO HOLDINGS, INC.",3841.0,US,MN,EDINA,55439,5251 EDINA INDUSTRIAL BLVD,,(952) 217-4952,4-NON,0,331.0,8-K,12312024,,,12262024,0,0,,,4177139.0,,,,
4702,0001493152-24-052144,1642375,"GUARDION HEALTH SCIENCES, INC.",2834.0,US,TX,HOUSTON,77098,2925 RICHMOND AVENUE,SUITE 1200,(800) 873-5141,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,12550650.0,,,,
4704,0001493152-24-052149,1981535,"SHARPLINK GAMING, INC.",7372.0,US,MN,MINNEAPOLIS,55401,333 WASHINGTON AVE. NORTH,SUITE 104,(612) 293-0619,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,14285237.0,,,,
4709,0001503274-24-000031,1503274,QUANTERIX CORP,3826.0,US,MA,BILLERICA,01821,900 MIDDLESEX TURNPIKE,,617-301-9400,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,12262024,0,1,,,2174562000.0,,,,
4710,0001554795-24-000374,1394108,SUIC WORLDWIDE HOLDINGS LTD.,2860.0,US,NY,FLUSHING,11354,136-20 38TH AVE.,UNIT 3G,929-391-2550,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,513704.0,,,,
